time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
122,122,arrival,2,7,0,working
123,123,arrival,4,8,0,idle
124,124,arrival,2,8,1,idle
125,125,departure,2,4,0,idle
126,126,departure,3,1,0,working
127,127,arrival,0,6,1,idle
128,128,departure,4,5,1,working
129,129,departure,3,5,0,idle
130,130,departure,2,9,0,idle
131,131,departure,0,1,0,working
132,132,departure,2,9,0,idle
133,133,departure,1,0,1,idle
134,134,departure,3,6,0,working
135,135,arrival,3,6,1,working
136,136,departure,3,3,0,idle
137,137,arrival,1,8,0,idle
138,138,arrival,0,9,1,working
139,139,arrival,1,1,0,working
140,140,arrival,0,7,0,working
141,141,arrival,0,0,1,working
142,142,arrival,1,9,1,working
143,143,arrival,4,6,1,working
144,144,arrival,3,9,1,idle
145,145,arrival,1,7,1,working
146,146,arrival,4,9,1,idle
147,147,arrival,1,8,1,idle
148,148,arrival,1,9,0,working
149,149,arrival,1,1,1,idle
150,150,departure,1,8,0,working
151,151,departure,1,7,1,working
152,152,departure,2,4,0,working
153,153,arrival,1,1,0,working
154,154,departure,4,7,1,idle
155,155,departure,2,8,0,idle
156,156,arrival,2,6,1,idle
157,157,arrival,4,0,0,idle
158,158,arrival,4,7,0,working
159,159,departure,4,4,1,idle
160,160,arrival,1,4,1,idle
161,161,arrival,1,3,0,working
162,162,departure,2,5,1,working
163,163,departure,2,0,1,working
164,164,departure,0,9,1,idle
165,165,departure,1,1,1,working
166,166,arrival,4,5,0,idle
167,167,arrival,3,5,1,idle
168,168,departure,3,6,0,idle
169,169,arrival,3,7,1,working
170,170,departure,0,5,1,idle
171,171,departure,0,1,1,working
172,172,departure,0,7,0,idle
173,173,arrival,1,4,1,working
174,174,arrival,1,2,0,working
175,175,departure,1,1,1,idle
176,176,arrival,4,6,1,working
177,177,arrival,0,6,1,idle
178,178,departure,3,0,1,working
179,179,arrival,2,4,1,idle
180,180,arrival,3,4,1,idle
181,181,departure,1,9,1,idle
182,182,departure,0,1,1,idle
183,183,arrival,3,0,1,working
184,184,departure,3,8,0,working
185,185,departure,4,8,0,working
186,186,departure,1,9,1,working
187,187,departure,3,3,0,idle
188,188,departure,4,6,0,idle
189,189,arrival,0,0,0,idle
190,190,departure,4,6,1,working
191,191,departure,3,8,1,working
192,192,departure,0,7,1,idle
193,193,departure,4,4,0,working
194,194,departure,2,0,1,idle
195,195,arrival,0,6,1,idle
196,196,departure,2,8,0,idle
197,197,departure,4,0,1,working
198,198,departure,0,5,0,idle
199,199,departure,4,8,0,working
200,200,arrival,2,0,1,idle
201,201,arrival,3,0,0,working
202,202,departure,2,0,1,working
203,203,departure,1,5,0,idle
204,204,arrival,1,8,1,working
205,205,arrival,3,0,1,idle
206,206,arrival,2,5,1,working
207,207,departure,0,1,0,working
208,208,arrival,0,7,1,idle
209,209,departure,2,7,1,working
210,210,arrival,3,5,1,idle
211,211,departure,4,5,1,idle
212,212,arrival,0,5,1,working
213,213,arrival,4,2,0,working
214,214,arrival,4,0,0,idle
215,215,departure,2,4,0,working
216,216,departure,0,0,1,idle
217,217,arrival,2,4,0,idle
218,218,departure,1,2,0,idle
219,219,arrival,3,1,1,idle
220,220,arrival,1,7,0,working
221,221,arrival,4,5,0,idle
222,222,arrival,0,3,1,working
223,223,arrival,2,3,1,idle
224,224,departure,0,1,1,idle
225,225,departure,3,5,0,idle
226,226,arrival,0,7,0,idle
227,227,departure,0,8,0,idle
228,228,departure,4,4,0,working
229,229,arrival,3,9,1,idle
230,230,departure,0,5,1,idle
231,231,arrival,2,4,1,idle
232,232,departure,4,1,0,working
233,233,departure,0,0,1,idle
234,234,departure,4,3,1,idle
235,235,arrival,3,1,0,idle
236,236,departure,0,1,0,working
237,237,departure,4,0,1,idle
238,238,arrival,1,4,1,working
239,239,arrival,0,3,0,working
240,240,departure,1,4,0,working
241,241,departure,2,6,1,working
242,242,arrival,3,2,1,idle
243,243,departure,3,8,1,idle
244,244,departure,2,6,1,working
245,245,departure,3,1,1,working
246,246,arrival,1,0,0,idle
247,247,arrival,2,6,1,working
248,248,departure,0,2,0,idle
249,249,departure,0,6,0,idle
250,250,departure,4,3,1,working
251,251,departure,3,1,1,idle
252,252,departure,3,8,1,working
253,253,arrival,4,9,1,working
254,254,arrival,2,4,0,working
255,255,departure,0,0,1,idle
256,256,departure,4,6,1,idle
257,257,arrival,1,5,1,idle
258,258,arrival,1,2,0,working
259,259,arrival,4,5,1,idle
260,260,departure,0,5,0,working
261,261,departure,1,1,1,idle
262,262,departure,2,0,1,idle
263,263,departure,0,0,1,working
264,264,arrival,1,2,0,idle
265,265,departure,1,7,0,idle
266,266,departure,2,5,1,idle
267,267,arrival,0,9,0,working
268,268,departure,0,6,1,working
269,269,arrival,2,0,1,working
270,270,arrival,4,0,1,working
271,271,arrival,4,8,0,idle
272,272,arrival,1,9,0,working
273,273,departure,3,5,1,working
274,274,departure,3,2,1,idle
275,275,arrival,3,8,1,working
276,276,departure,2,4,1,working
277,277,arrival,4,2,0,working
278,278,arrival,1,7,1,idle
279,279,departure,4,8,0,working
280,280,departure,3,3,1,idle
281,281,arrival,0,4,1,working
282,282,departure,2,1,1,working
283,283,departure,2,3,1,working
284,284,departure,3,3,1,working
285,285,arrival,4,0,1,idle
286,286,departure,2,7,1,idle
287,287,departure,1,5,1,working
288,288,arrival,1,4,0,working
289,289,arrival,1,0,0,idle
290,290,departure,1,5,1,working
291,291,departure,1,2,0,idle
292,292,arrival,3,2,1,idle
293,293,arrival,4,5,1,idle
294,294,departure,3,9,1,working
295,295,departure,0,4,0,idle
296,296,departure,2,7,1,working
297,297,arrival,4,5,0,idle
298,298,arrival,3,2,1,working
299,299,arrival,1,2,0,working
300,300,departure,1,7,1,idle
301,301,departure,3,1,1,idle
302,302,departure,4,0,1,idle
303,303,departure,4,1,1,idle
304,304,departure,4,3,1,working
305,305,departure,4,0,1,idle
306,306,arrival,1,9,1,idle
307,307,arrival,3,4,1,idle
308,308,arrival,1,7,0,idle
309,309,departure,2,9,0,idle
310,310,arrival,4,7,0,idle
311,311,departure,3,6,1,working
312,312,departure,2,8,0,working
313,313,departure,3,6,1,idle
314,314,arrival,4,6,0,idle
315,315,departure,3,4,0,working
316,316,arrival,1,6,1,working
317,317,arrival,1,3,0,working
318,318,arrival,3,6,0,idle
319,319,departure,0,7,1,working
320,320,departure,4,0,0,idle
321,321,departure,0,1,0,idle
322,322,departure,1,4,1,working
323,323,arrival,1,7,1,idle
324,324,departure,3,5,1,idle
325,325,departure,0,9,1,working
326,326,arrival,2,4,1,idle
327,327,departure,3,5,0,idle
328,328,departure,1,3,0,idle
329,329,departure,0,0,0,working
330,330,arrival,3,2,0,idle
331,331,departure,0,9,0,idle
332,332,arrival,0,6,0,working
333,333,departure,2,2,0,idle
334,334,departure,3,0,1,idle
335,335,departure,3,9,1,idle
336,336,departure,0,5,1,idle
337,337,arrival,0,3,0,working
338,338,departure,1,5,0,idle
339,339,departure,4,2,1,working
340,340,departure,1,9,1,working
341,341,arrival,3,2,0,working
342,342,departure,3,3,0,idle
343,343,departure,1,5,1,working
344,344,departure,3,6,0,working
345,345,departure,4,2,1,working
346,346,departure,3,8,1,working
347,347,departure,3,6,0,working
348,348,arrival,3,9,1,working
349,349,departure,0,3,1,idle
350,350,departure,2,7,0,idle
351,351,departure,4,7,0,working
352,352,departure,3,9,1,working
353,353,arrival,4,5,1,idle
354,354,departure,2,9,0,working
355,355,departure,1,5,0,working
356,356,departure,3,6,1,idle
357,357,departure,3,8,1,working
358,358,departure,1,8,0,working
359,359,arrival,0,4,1,idle
360,360,departure,1,8,0,idle
361,361,arrival,3,2,1,idle
362,362,arrival,4,8,0,working
363,363,departure,0,6,0,idle
364,364,arrival,1,4,0,idle
365,365,departure,1,4,0,working
366,366,departure,2,2,1,idle
367,367,departure,4,3,1,working
368,368,arrival,1,9,1,idle
369,369,arrival,3,6,0,working
370,370,departure,2,0,0,idle
371,371,arrival,3,4,0,working
372,372,departure,2,9,1,idle
373,373,departure,0,1,1,working
374,374,arrival,1,8,1,idle
375,375,arrival,2,7,0,working
376,376,arrival,3,4,1,working
377,377,arrival,4,5,1,idle
378,378,departure,0,1,1,idle
379,379,departure,0,1,1,working
380,380,departure,0,7,0,idle
381,381,departure,0,1,1,working
382,382,arrival,4,7,0,idle
383,383,departure,2,9,1,working
384,384,departure,1,0,1,working
385,385,arrival,3,6,1,idle
386,386,arrival,3,3,1,working
387,387,departure,1,7,0,idle
388,388,departure,1,1,1,working
389,389,arrival,0,3,0,idle
390,390,departure,3,5,1,idle
391,391,departure,4,8,0,idle
392,392,departure,3,7,0,working
393,393,arrival,2,4,1,idle
394,394,departure,4,1,1,idle
395,395,arrival,2,8,0,idle
396,396,departure,0,2,1,idle
397,397,arrival,1,0,1,working
398,398,arrival,4,5,1,idle
399,399,arrival,1,2,1,working
400,400,departure,4,2,0,idle
401,401,departure,4,6,1,idle
402,402,arrival,3,2,1,working
403,403,departure,4,8,0,working
404,404,departure,2,2,1,working
405,405,departure,2,9,1,working
406,406,arrival,4,3,1,working
407,407,arrival,3,5,0,idle
408,408,arrival,4,3,0,working
409,409,departure,2,6,0,working
410,410,departure,0,4,0,working
411,411,departure,3,6,1,working
412,412,arrival,3,2,0,idle
413,413,arrival,0,0,1,idle
414,414,departure,1,7,1,idle
415,415,departure,3,3,1,idle
416,416,departure,1,2,1,working
417,417,arrival,2,0,0,working
418,418,departure,2,4,1,working
419,419,arrival,4,1,0,working
420,420,arrival,4,9,0,idle
421,421,arrival,1,1,0,idle
422,422,arrival,2,3,1,idle
423,423,departure,2,6,1,working
424,424,arrival,4,9,0,working
425,425,arrival,4,1,1,idle
426,426,arrival,2,8,0,working
427,427,departure,1,9,0,idle
428,428,departure,0,6,0,working
429,429,arrival,4,8,1,idle
430,430,arrival,0,0,0,working
431,431,departure,1,7,1,working
432,432,arrival,4,2,1,idle
433,433,arrival,2,0,1,idle
434,434,departure,4,9,1,idle
435,435,departure,4,9,1,working
436,436,arrival,4,4,1,working
437,437,arrival,4,8,0,working
438,438,arrival,4,3,0,working
439,439,arrival,4,4,0,working
440,440,departure,0,6,1,working
441,441,arrival,2,3,0,working
442,442,departure,4,5,1,idle
443,443,arrival,4,9,0,idle
444,444,departure,3,5,0,idle
445,445,departure,0,5,0,working
446,446,arrival,0,2,0,idle
447,447,departure,3,3,1,idle
448,448,departure,2,2,1,idle
449,449,arrival,1,0,0,working
450,450,departure,3,3,0,idle
451,451,departure,3,9,1,working
452,452,arrival,1,1,0,working
453,453,departure,4,3,0,working
454,454,departure,4,4,1,idle
455,455,departure,3,8,0,working
456,456,arrival,2,3,0,idle
457,457,departure,1,5,0,idle
458,458,departure,4,6,0,working
459,459,arrival,0,6,1,working
460,460,arrival,0,2,0,working
461,461,arrival,4,3,0,working
462,462,departure,4,0,1,idle
463,463,departure,1,5,1,working
464,464,departure,3,8,0,working
465,465,departure,0,6,0,idle
466,466,arrival,0,2,1,idle
467,467,departure,1,4,0,idle
468,468,departure,2,1,1,idle
469,469,departure,1,3,1,working
470,470,arrival,4,3,1,working
471,471,arrival,0,6,0,working
472,472,departure,3,4,1,idle
473,473,departure,0,7,0,idle
474,474,arrival,2,3,0,working
475,475,arrival,1,3,1,working
476,476,departure,4,1,0,idle
477,477,departure,1,8,0,idle
478,478,departure,2,4,1,idle
479,479,arrival,3,8,0,working
480,480,departure,0,2,1,working
481,481,departure,1,3,0,idle
482,482,departure,4,7,1,idle
483,483,departure,3,3,1,working
484,484,departure,4,9,1,working
485,485,arrival,1,6,0,idle
486,486,departure,4,5,0,working
487,487,departure,4,0,1,idle
488,488,departure,1,0,0,idle
489,489,arrival,1,5,0,working
490,490,arrival,1,6,0,working
491,491,arrival,0,8,0,working
492,492,departure,4,8,1,idle
493,493,arrival,3,8,0,working
494,494,arrival,1,7,0,idle
495,495,arrival,4,5,0,idle
496,496,departure,3,5,0,working
497,497,departure,3,8,0,idle
498,498,arrival,4,6,0,idle
499,499,departure,2,2,1,working
500,500,arrival,3,7,0,idle
501,501,arrival,4,2,1,idle
502,502,departure,0,2,0,idle
503,503,departure,4,9,1,idle
504,504,arrival,4,4,1,idle
505,505,departure,4,4,1,idle
506,506,arrival,2,8,0,idle
507,507,departure,3,1,1,idle
508,508,departure,0,7,1,working
509,509,arrival,1,4,1,idle
510,510,arrival,3,1,0,idle
511,511,arrival,4,8,1,idle
512,512,departure,3,3,1,working
513,513,departure,4,8,0,working
514,514,departure,3,8,0,working
515,515,arrival,3,5,0,idle
516,516,departure,3,8,1,idle
517,517,arrival,3,7,1,idle
518,518,arrival,3,8,1,working
519,519,departure,3,7,0,working
520,520,arrival,3,9,0,working
521,521,arrival,4,2,0,working
522,522,departure,0,9,1,working
523,523,departure,2,9,0,working
524,524,departure,4,8,1,idle
525,525,arrival,4,0,0,idle
526,526,departure,1,1,0,idle
527,527,arrival,4,0,1,working
528,528,departure,2,7,1,idle
529,529,departure,4,4,0,idle
530,530,arrival,1,3,0,working
531,531,departure,0,2,1,working
532,532,arrival,0,0,1,idle
533,533,arrival,2,1,1,working
534,534,departure,4,4,0,working
535,535,arrival,2,7,1,working
536,536,arrival,1,1,0,working
537,537,arrival,3,7,1,idle
538,538,arrival,2,7,1,working
539,539,departure,3,0,0,idle
540,540,arrival,3,6,1,idle
541,541,arrival,2,0,1,idle
542,542,departure,2,5,1,working
543,543,departure,3,8,0,idle
544,544,departure,2,1,0,working
545,545,arrival,1,1,0,idle
546,546,arrival,3,9,1,working
547,547,arrival,2,6,1,working
548,548,departure,4,4,0,working
549,549,departure,4,9,1,working
550,550,departure,3,8,0,idle
551,551,arrival,3,0,1,idle
552,552,departure,1,1,1,working
553,553,arrival,4,8,1,idle
554,554,arrival,4,8,1,idle
555,555,arrival,0,4,1,working
556,556,departure,3,8,1,working
557,557,departure,4,8,0,working
558,558,departure,1,9,0,idle
559,559,arrival,1,8,0,idle
560,560,arrival,3,0,0,idle
561,561,arrival,3,5,1,idle
562,562,arrival,4,3,1,working
563,563,arrival,2,6,1,working
564,564,arrival,4,5,0,working
565,565,departure,4,3,0,idle
566,566,arrival,0,4,0,idle
567,567,arrival,2,4,0,idle
568,568,arrival,3,1,1,working
569,569,arrival,3,1,0,working
570,570,arrival,3,3,1,idle
571,571,departure,4,5,1,working
572,572,arrival,3,0,0,working
573,573,arrival,2,7,1,idle
574,574,departure,1,3,1,idle
575,575,arrival,3,4,0,working
576,576,arrival,3,6,1,working
577,577,departure,2,4,0,working
578,578,departure,4,1,0,idle
579,579,arrival,0,3,1,idle
580,580,departure,1,0,0,working
581,581,departure,3,3,1,working
582,582,departure,4,6,1,idle
583,583,arrival,3,6,0,working
584,584,arrival,1,8,1,idle
585,585,arrival,3,9,1,idle
586,586,arrival,2,9,1,working
587,587,departure,0,0,0,idle
588,588,arrival,1,3,1,idle
589,589,arrival,3,6,1,working
590,590,arrival,1,0,0,working
591,591,departure,3,0,0,idle
592,592,arrival,1,5,0,idle
593,593,arrival,3,4,0,working
594,594,arrival,2,5,0,working
595,595,departure,4,8,0,working
596,596,arrival,2,5,0,idle
597,597,departure,3,0,0,working
598,598,arrival,1,3,1,working
599,599,departure,1,1,0,idle
600,600,departure,1,7,1,idle
601,601,arrival,2,8,1,idle
602,602,arrival,3,8,0,working
603,603,departure,1,3,0,working
604,604,arrival,1,1,0,working
605,605,departure,1,8,0,idle
606,606,departure,3,4,0,working
607,607,departure,2,2,1,idle
608,608,departure,0,8,1,working
609,609,departure,3,9,0,idle
610,610,departure,1,2,1,working
611,611,arrival,2,2,0,working
612,612,departure,0,0,0,working
613,613,arrival,0,0,0,working
614,614,arrival,2,0,0,idle
615,615,departure,4,1,1,working
616,616,departure,2,6,0,idle
617,617,arrival,3,7,1,idle
618,618,arrival,2,4,0,working
619,619,departure,4,0,1,idle
620,620,arrival,2,0,1,working
621,621,arrival,3,5,0,working
622,622,arrival,4,4,0,idle
623,623,arrival,0,4,0,working
624,624,departure,2,9,0,idle
625,625,arrival,3,3,1,idle
626,626,arrival,2,1,0,working
627,627,departure,3,2,0,working
628,628,arrival,4,4,1,working
629,629,arrival,1,5,0,idle
630,630,departure,2,0,0,idle
631,631,arrival,4,8,0,working
632,632,departure,2,2,1,idle
633,633,departure,4,9,1,working
634,634,departure,2,5,0,idle
635,635,arrival,2,7,1,idle
636,636,arrival,1,8,0,working
637,637,departure,1,9,0,idle
638,638,arrival,1,3,0,idle
639,639,departure,3,5,0,idle
640,640,departure,0,5,0,idle
641,641,arrival,3,3,1,idle
642,642,arrival,2,0,0,working
643,643,departure,1,7,0,working
644,644,departure,1,5,1,working
645,645,departure,2,8,0,working
646,646,arrival,2,9,1,idle
647,647,departure,0,2,1,idle
648,648,arrival,0,1,1,working
649,649,arrival,3,2,0,idle
650,650,departure,3,1,0,idle
651,651,arrival,2,0,0,idle
652,652,departure,2,6,1,idle
653,653,arrival,2,5,1,idle
654,654,arrival,3,5,0,working
655,655,departure,4,9,0,working
656,656,departure,4,2,0,idle
657,657,arrival,4,9,0,working
658,658,departure,3,6,0,working
659,659,arrival,2,7,1,working
660,660,arrival,2,6,1,working
661,661,arrival,0,7,0,working
662,662,departure,0,5,0,idle
663,663,departure,1,6,1,idle
664,664,arrival,0,0,0,idle
665,665,departure,0,0,1,working
666,666,arrival,2,8,1,idle
667,667,arrival,0,4,1,working
668,668,arrival,2,5,1,idle
669,669,departure,4,5,0,working
670,670,departure,3,8,0,working
671,671,arrival,2,6,0,working
672,672,arrival,1,6,1,idle
673,673,departure,3,1,0,idle
674,674,arrival,4,4,0,idle
675,675,departure,4,6,0,idle
676,676,departure,2,0,1,working
677,677,departure,1,0,1,idle
678,678,departure,1,6,1,idle
679,679,departure,0,2,1,idle
680,680,departure,4,7,1,idle
681,681,departure,1,3,0,idle
682,682,arrival,0,2,0,working
683,683,departure,2,8,0,working
684,684,arrival,3,1,1,working
685,685,departure,2,6,1,working
686,686,arrival,0,2,1,working
687,687,departure,0,2,1,working
688,688,departure,1,6,0,working
689,689,arrival,0,4,0,working
690,690,arrival,0,9,1,working
691,691,arrival,3,8,0,idle
692,692,arrival,1,6,1,working
693,693,departure,3,0,1,working
694,694,departure,0,3,0,working
695,695,arrival,0,3,1,idle
696,696,departure,3,1,1,idle
697,697,arrival,1,0,1,idle
698,698,departure,2,3,0,working
699,699,arrival,3,8,1,idle
700,700,arrival,1,2,0,idle
701,701,arrival,1,5,1,idle
702,702,departure,1,7,1,working
703,703,arrival,4,3,1,working
704,704,departure,4,7,1,idle
705,705,departure,3,9,1,idle
706,706,departure,0,1,0,working
707,707,arrival,2,8,0,working
708,708,arrival,4,8,1,idle
709,709,arrival,1,7,0,working
710,710,departure,2,2,0,idle
711,711,arrival,4,2,1,idle
712,712,arrival,1,6,1,idle
713,713,arrival,0,5,1,idle
714,714,departure,4,2,0,idle
715,715,arrival,4,7,1,idle
716,716,arrival,2,3,0,working
717,717,departure,4,8,1,working
718,718,departure,2,0,1,idle
719,719,departure,3,3,0,working
720,720,departure,4,5,1,working
721,721,arrival,3,7,1,working
722,722,arrival,0,1,1,working
723,723,departure,4,5,1,idle
724,724,departure,3,3,1,working
725,725,arrival,4,9,1,idle
726,726,arrival,1,7,0,idle
727,727,departure,3,6,1,idle
728,728,arrival,3,1,0,working
729,729,arrival,3,4,1,idle
730,730,departure,0,5,0,working
731,731,arrival,2,7,0,working
732,732,arrival,1,9,0,idle
733,733,arrival,2,5,1,idle
734,734,departure,3,7,0,idle
735,735,arrival,3,5,0,working
736,736,departure,0,1,1,idle
737,737,arrival,1,5,0,idle
738,738,departure,1,2,0,idle
739,739,arrival,4,7,1,idle
740,740,arrival,0,7,0,idle
741,741,arrival,0,2,0,working
742,742,departure,2,5,1,working
743,743,arrival,1,1,1,idle
744,744,departure,3,4,1,working
745,745,departure,1,7,0,working
746,746,arrival,3,3,0,idle
747,747,arrival,1,2,0,idle
748,748,arrival,1,6,1,idle
749,749,arrival,1,9,0,working
750,750,arrival,2,6,1,idle
751,751,arrival,1,4,1,idle
752,752,departure,1,1,1,idle
753,753,departure,3,7,1,idle
754,754,arrival,3,8,0,idle
755,755,departure,0,9,1,idle
756,756,departure,1,2,0,working
757,757,arrival,1,3,1,working
758,758,departure,1,0,1,working
759,759,departure,1,7,1,working
760,760,arrival,4,6,1,working
761,761,arrival,3,2,1,idle
762,762,arrival,1,2,0,idle
763,763,departure,1,8,1,working
764,764,departure,0,9,1,idle
765,765,arrival,0,4,0,idle
766,766,departure,0,8,0,idle
767,767,arrival,3,9,0,working
768,768,departure,3,3,1,idle
769,769,arrival,3,9,0,idle
770,770,arrival,0,5,1,idle
771,771,departure,2,4,0,working
772,772,departure,4,2,1,idle
773,773,departure,1,8,1,idle
774,774,departure,3,3,0,idle
775,775,arrival,1,5,0,working
776,776,arrival,2,0,0,idle
777,777,arrival,1,8,0,working
778,778,departure,4,0,1,working
779,779,departure,0,3,1,working
780,780,arrival,0,1,1,working
781,781,arrival,3,0,1,idle
782,782,arrival,1,4,0,idle
783,783,arrival,1,0,1,working
784,784,departure,1,9,0,working
785,785,arrival,2,0,0,working
786,786,arrival,3,3,0,idle
787,787,departure,1,0,0,idle
788,788,arrival,4,1,1,working
789,789,departure,0,2,1,working
790,790,departure,2,7,0,idle
791,791,arrival,1,9,1,idle
792,792,arrival,4,2,1,idle
793,793,arrival,2,2,1,idle
794,794,arrival,1,6,0,idle
795,795,arrival,1,6,0,idle
796,796,arrival,3,1,1,working
797,797,departure,2,3,1,idle
798,798,arrival,0,2,0,working
799,799,departure,3,3,1,working
800,800,departure,3,6,1,working
801,801,arrival,4,9,1,idle
802,802,arrival,4,6,1,working
803,803,departure,4,0,1,working
804,804,departure,4,2,0,idle
805,805,arrival,0,7,0,working
806,806,arrival,3,8,1,idle
807,807,departure,4,8,1,idle
808,808,arrival,0,9,1,idle
809,809,arrival,2,8,0,working
810,810,arrival,2,6,1,working
811,811,departure,0,8,1,idle
812,812,arrival,1,3,0,idle
813,813,arrival,0,3,0,working
814,814,departure,1,0,0,working
815,815,departure,3,0,0,working
816,816,departure,3,2,1,idle
817,817,arrival,0,3,1,idle
818,818,departure,1,7,1,working
819,819,arrival,1,8,1,idle
820,820,arrival,4,4,0,working
821,821,departure,2,2,0,idle
822,822,arrival,3,2,0,idle
823,823,departure,3,3,0,idle
824,824,arrival,3,6,0,working
825,825,arrival,2,1,0,idle
826,826,arrival,0,0,0,working
827,827,departure,3,9,0,working
828,828,departure,0,8,1,idle
829,829,departure,0,1,1,idle
830,830,arrival,1,4,1,working
831,831,arrival,1,9,1,idle
832,832,arrival,4,8,1,working
833,833,departure,1,5,1,working
834,834,arrival,4,7,1,idle
835,835,arrival,4,4,1,working
836,836,arrival,2,8,0,working
837,837,arrival,4,9,1,working
838,838,departure,3,6,0,idle
839,839,arrival,0,3,1,idle
840,840,arrival,0,7,1,idle
841,841,arrival,1,4,1,idle
842,842,departure,3,0,1,idle
843,843,departure,3,6,0,idle
844,844,departure,1,5,1,working
845,845,departure,0,4,1,working
846,846,arrival,2,1,1,idle
847,847,arrival,4,5,1,working
848,848,arrival,1,0,1,working
849,849,departure,2,4,0,working
850,850,departure,4,5,1,idle
851,851,departure,2,7,1,idle
852,852,departure,4,6,0,idle
853,853,departure,3,7,0,idle
854,854,arrival,3,3,1,working
855,855,departure,4,9,1,working
856,856,departure,4,6,1,working
857,857,departure,4,8,0,working
858,858,arrival,2,8,0,working
859,859,departure,4,9,1,working
860,860,arrival,2,5,1,working
861,861,departure,1,0,0,idle
862,862,departure,1,9,1,idle
863,863,departure,1,2,0,idle
864,864,departure,3,9,1,idle
865,865,arrival,0,8,1,idle
866,866,arrival,2,8,0,idle
867,867,arrival,4,2,0,working
868,868,arrival,0,5,1,idle
869,869,departure,2,0,0,idle
870,870,arrival,4,5,0,idle
